Column1,file_name,dz,huden,nzy,mean,max-min
2041,10083.jpeg,83,78,78,80,5
2042,10090.jpeg,71,68,58,66,13
2043,10126.jpeg,49,55,43,49,12
2044,10130.jpeg,89,89,85,88,4
2045,10143.jpeg,23,3,27,18,24
2046,10145.jpeg,29,45,48,41,19
2047,10156.jpeg,83,85,80,83,5
2048,10170.jpeg,83,87,89,87,6
2049,10196.jpeg,91,84,84,87,7
2050,10199.jpeg,10,8,11,10,3
2051,10216.jpeg,75,64,72,71,11
2052,10225.jpeg,94,99,90,95,9
2053,10258.jpeg,97,93,81,91,16
2054,10267.jpeg,80,74,77,77,6
2055,10290.jpeg,83,82,80,82,3
2056,10295.jpeg,67,62,56,62,11
2057,10324.jpeg,90,99,85,92,14
2058,10328.jpeg,90,99,88,93,11
2059,10337.jpeg,87,83,79,83,8
2060,10371.jpeg,8,3,9,7,6
2061,10372.jpeg,60,75,74,70,15
2062,10396.jpeg,14,13,15,14,2
2063,10404.jpeg,62,65,62,63,3
2064,10408.jpeg,96,99,90,95,9
2065,10415.jpeg,76,65,79,74,14
2066,10419.jpeg,8,9,12,10,4
2067,10425.jpeg,74,70,77,74,7
